Export MPAN / MSID,Import MPAN / MSID,Customer Name ,Customer Site ,Address Line 1,Address Line 2,Town/ City ,County ,Postcode ,Country,"Location (X-coordinate):
Eastings (where data is held)","Location (y-coordinate):
Northings (where data is held)",Grid Supply Point,Bulk Supply Point,Primary,"Point of Connection (POC)
Voltage (kV)",Licence Area ,Energy Source 1,Energy Conversion Technology 1,CHP Cogeneration (Yes/No),Storage Capacity 1 (MWh),Storage Duration 1 (Hours),Energy Source & Energy Conversion Technology 1 - Registered Capacity (MW),Energy Source 2,Energy Conversion Technology 2,CHP Cogeneration 2 (Yes/No),Storage Capacity 2 (MWh),Storage Duration 2 (Hours),Energy Source & Energy Conversion Technology 2 - Registered Capacity (MW),Energy Source 3,Energy Conversion Technology 3,CHP Cogeneration 3 (Yes/No),Storage Capacity 3 (MWh),Storage Duration 3 (Hours),Energy Source & Energy Conversion Technology 3 - Registered Capacity (MW),Flexible Connection (Yes/No),Connection Status ,Already connected Registered Capacity (MW) ,Maximum Export Capacity (MW),Maximum Export Capacity (MVA),Maximum Import Capacity (MW),Maximum Import Capacity (MVA),Date Connected,Accepted to Connect Registered Capacity (MW),Change to Maximum Export Capacity (MW) ,Change to Maximum Export Capacity (MVA) ,Change to Maximum Import Capacity (MW) ,Change to Maximum Import Capacity (MVA) ,Date Accepted,Target Energisation Date,Distribution Service Provider (Y/N),Transmission Service Provider (Y/N),Reference,In a Connection Queue (Y/N),Distribution Reinforcement Reference,Transmission Reinforcement Reference,Last Updated,geopoint,Local Authority
2394000117227,Data Not Available,"Manor Farm, Wilfholme, Driffield, YO25 9BQ","Manor Farm, Wilfholme, Driffield, YO25 9BQ",Manor Farm,Wilfholme,Driffield,North Yorkshire,YO25 9BQ,England,505786,447342,Creyke Beck,Beverley 132/33kV,Norwood,0.4,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.18,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.18,0.18,0.189,Data Not Available,Data Not Available,2015-08-01 00:00:00,Data Not Applicable,Data Not Applicable,0.189,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.91144019799127, -0.3910524917781554",East Riding of Yorkshire
2394000097012,Data Not Available,Park Farm,Park Farm,Park Farm,Langtoft,Driffield,North Yorkshire,YO25 3BN,England,499419,468794,Creyke Beck,Driffield/Beverley Group,Butterwick,0.4,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.086,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.086,0.086,0.091,Data Not Available,Data Not Available,2012-10-29 00:00:00,Data Not Applicable,Data Not Applicable,0.091,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"54.105434643647165, -0.4809387096303502",North Yorkshire
2394000118601,Data Not Available,"Pear Tree Farm, Dukes Lane, Thwing, Driffield, YO25 3DT","Pear Tree Farm, Dukes Lane, Thwing, Driffield, YO25 3DT",Pear Tree Farm,Thwing,Driffield,North Yorkshire,YO25 3DT,England,505017,470296,Creyke Beck,Driffield/Beverley Group,Butterwick,0.4,Northern Powergrid (Yorkshire) plc,Other,Other,No,Data Not Applicable,Data Not Applicable,0.19,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.19,0.19,0.2,Data Not Available,Data Not Available,2015-04-19 00:00:00,Data Not Applicable,Data Not Applicable,0.2,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"54.117817849929985, -0.3948354599474564",East Riding of Yorkshire
2394000107850,Data Not Available,Cross Road Farm,Cross Road Farm,Crossroads Farm,Crossroads Lane,North Frodingham,North Yorkshire,YO25 8LP,England,510214,452456,Creyke Beck,Driffield/Beverley Group,Driffield,0.4,Northern Powergrid (Yorkshire) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.124,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.124,0.047,0.049,Data Not Available,Data Not Available,2014-01-01 00:00:00,Data Not Applicable,Data Not Applicable,0.131,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.95646209638241, -0.3218314248634167",East Riding of Yorkshire
2394000103190,Data Not Available,Marsden Gate,Marsden Gate,Marsden Gate,Stainland,Halifax,West Yorkshire,HX4 9LD,England,407290,417764,Elland,Lindley,Slaithwaite,0.4,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.171,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.171,0.171,0.18,Data Not Available,Data Not Available,2013-06-01 00:00:00,Data Not Applicable,Data Not Applicable,0.18,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.65632050316712, -1.891171545863232",Calderdale
2394000100525,2394000127270,Ellerby Grange,Ellerby Grange,Ellerby Grange,Skirlaugh Road,Old Ellerby,North Yorkshire,HU11 5AN,England,516712,438060,Creyke Beck,Bransholme,Holderness,0.4,Northern Powergrid (Yorkshire) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.083,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.083,0.083,0.087,Data Not Available,Data Not Available,2013-01-17 00:00:00,Data Not Applicable,Data Not Applicable,0.087,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.82571212169773, -0.22833185522449637",East Riding of Yorkshire
2394000107831,Data Not Available,"Wind Turbine, Land North Of A1079, Thorpe-le-Street, York","Wind Turbine, Land North Of A1079, Thorpe-le-Street, York",Land To The North Of A1079,Thorpe Le Street,York,North Yorkshire,YO42 4LL,England,483947,443979,Creyke Beck,Beverley 132/33kV,Southgate,11.0,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.5,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.5,0.5,0.526,Data Not Available,Data Not Available,2014-08-15 00:00:00,Data Not Applicable,Data Not Applicable,0.526,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.88521485730695, -0.7243365665474534",East Riding of Yorkshire
2394000110987,Data Not Available,Land South East Of Gaufer Hill,Land South East Of Gaufer Hill,Land South East Of Gaufer Hill,Sancton Road,Market Weighton,North Yorkshire,YO43 4RA,England,489710,439751,Creyke Beck,Beverley 132/33kV,Southgate,0.4,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.181,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.181,0.181,0.191,Data Not Available,Data Not Available,2014-03-29 00:00:00,Data Not Applicable,Data Not Applicable,0.191,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.84626162062836, -0.6379207965688963",East Riding of Yorkshire
2394000096729,Data Not Available,Low Grange Farm,Low Grange Farm,Low Grange Farm,Holme Road,York,North Yorkshire,YO43 3PZ,England,484465,441759,Creyke Beck,Beverley 132/33kV,Southgate,0.4,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.086,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.086,0.086,0.091,Data Not Available,Data Not Available,2012-09-07 00:00:00,Data Not Applicable,Data Not Applicable,0.091,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.865182890172385, -0.7170686794593334",East Riding of Yorkshire
2394000117919,Data Not Available,New Grange Farm,New Grange Farm,New Grange Farm,Town Street,York,North Yorkshire,YO43 3PA,England,485165,443605,Creyke Beck,Beverley 132/33kV,Southgate,0.4,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.08,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.08,0.08,0.084,Data Not Available,Data Not Available,2015-01-28 00:00:00,Data Not Applicable,Data Not Applicable,0.084,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.881655999299674, -0.7059151781317365",East Riding of Yorkshire
2394000097397,Data Not Available,Newbald Lodge Farm,Newbald Lodge Farm,Newbald Lodge,North Newbald,York,North Yorkshire,YO43 4TF,England,493952,439762,Creyke Beck,Beverley 132/33kV,Southgate,0.4,Northern Powergrid (Yorkshire) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.128,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.128,0.128,0.135,Data Not Available,Data Not Available,2013-07-04 00:00:00,Data Not Applicable,Data Not Applicable,0.135,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.84561152135593, -0.5734619490946592",East Riding of Yorkshire
2394000110081,Data Not Available,Duggleby Wold Farm,Duggleby Wold Farm,Duggleby Wold Farm,Sherburn,Malton,North Yorkshire,YO17 8EP,England,496734,473990,Creyke Beck,Driffield/Beverley Group,Butterwick,0.4,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.261,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.261,0.261,0.275,Data Not Available,Data Not Available,2014-03-27 00:00:00,Data Not Applicable,Data Not Applicable,0.275,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"54.15262904239605, -0.5203263587042041",North Yorkshire
2394000125618,Data Not Available,Imerys Beverley,Imerys Beverley,Imerys Beverley Pss,Westwood,Beverley,North Yorkshire,HU17 8RQ,England,501896,438202,Creyke Beck,Beverley 132/33kV,Spark Mill Lane,11.0,Northern Powergrid (Yorkshire) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.238,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.238,0,0,Data Not Available,Data Not Available,2015-09-29 00:00:00,Data Not Applicable,Data Not Applicable,0.251,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.830099879574085, -0.4532804913120277",East Riding of Yorkshire
2394000122671,Data Not Available,White House Farm Wind Farm,White House Farm Wind Farm,Wind Turbine North West Of White House F,Coniston Lane,Thirtleby,North Yorkshire,HU11 4LL,England,517245,434887,Creyke Beck,Bransholme,Holderness,11.0,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.5,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.5,0.5,0.526,Data Not Available,Data Not Available,2015-06-06 00:00:00,Data Not Applicable,Data Not Applicable,0.526,Data Not Applicable,Data Not Applicable,2015-01-01 00:00:00,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.797087349996325, -0.22144579334974265",East Riding of Yorkshire
2394000115140,Data Not Available,"Bollhoff, Foster Street, Stoneferry Park, Hull, HU8 8BT","Bollhoff, Foster Street, Stoneferry Park, Hull, HU8 8BT",Bollhoff Ltd,Foster Street,Hull,North Yorkshire,HU8 8BT,England,510029,430630,Creyke Beck,Cornwall Street,Cornwall Street Direct,0.4,Northern Powergrid (Yorkshire) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.102,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.102,0.102,0.107,Data Not Available,Data Not Available,2015-07-02 00:00:00,Data Not Applicable,Data Not Applicable,0.107,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.760415826032435, -0.33246462158687623","Kingston upon Hull, City of"
2394000088151,Data Not Available,Cat Babbleton Farm,Cat Babbleton Farm,Cat Babbleton Farm,Ganton,Scarborough,North Yorkshire,YO12 4PQ,England,499980,475164,Creyke Beck,Driffield/Beverley Group,Butterwick,0.4,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.123,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.123,0.123,0.129,Data Not Available,Data Not Available,2012-03-26 00:00:00,Data Not Applicable,Data Not Applicable,0.129,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"54.1625557433326, -0.47025464212577045",North Yorkshire
2394000118416,Data Not Available,"Poplar Farm, Park Lane, Cottingham, North Humberside, HU16 5SA","Poplar Farm, Park Lane, Cottingham, North Humberside, HU16 5SA",Poplar Farm,Park Lane,Cottingham,North Yorkshire,HU16 5SA,England,503515,435734,Creyke Beck,Beverley 132/33kV,Southwood Road,0.4,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.18,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.18,0.18,0.189,Data Not Available,Data Not Available,2015-05-07 00:00:00,Data Not Applicable,Data Not Applicable,0.189,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.807606486842005, -0.42952094569825744",East Riding of Yorkshire
2394000097147,Data Not Available,Hibaldstow Farm,Hibaldstow Farm,Hibaldstow Farm,Carr Lane,Brigg,Lincolnshire,DN20 9PE,England,498828,403871,Keadby,Santon,Hibaldstow,11.0,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.475,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.475,0.475,0.5,Data Not Available,Data Not Available,2012-11-29 00:00:00,Data Not Applicable,Data Not Applicable,0.5,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.52222484288109, -0.5107974734373372",North Lincolnshire
